100000 200000 
2 7457 856
2 22483 628
2 33060 1434
2 12801 1020
2 23170 93
2 28782 163
2 6234 1316
2 47192 142
2 38579 1333
2 46491 446
2 44736 1143
2 7035 1017
2 39164 590
2 10752 143
2 38606 999
2 32663 531
2 451 911
2 41919 44
2 25046 1170
2 23258 35
2 27445 1133
2 14991 341
50008 2 49980
2 21661 1455
2 35789 1371
2 15229 14
2 27822 709
2 32881 196
2 49849 439
2 7911 227
2 42990 1217
2 42693 597
2 861 1210
2 30753 519
2 9322 1075
2 26512 81
2 410 782
2 23453 758
2 38436 137
2 43129 359
2 30989 243
2 22233 893
2 26037 1480
2 49520 873
2 9072 1405
2 44639 274
2 25740 1458
2 30310 568
2 3308 817
2 39835 1068
2 4517 407
2 44290 165
2 28435 722
2 35176 1102
2 5600 387
2 4510 563
2 17896 226
2 5947 412
2 43880 358
2 10881 202
2 22069 116
2 18686 34
2 26309 1275
2 43360 55
2 46576 532
50309 50310 0
2 48895 1342
2 41587 790
2 38599 471
2 31942 1322
2 26194 1268
2 11966 638
2 37862 201
2 42187 107
2 314 146
2 45190 335
2 11756 610
2 12764 1378
2 34748 223
2 5535 536
2 11434 643
2 19153 490
2 11129 478
2 27283 211
2 14321 961
2 17612 910
2 2025 1282
2 13545 292
2 29538 890
2 44419 1389
2 47490 422
2 13878 170
2 5113 1490
2 34963 1264
2 11890 975
2 39457 328
2 38069 1460
2 7223 1346
2 319 507
2 41817 139
2 7866 446
2 19721 705
2 49621 1146
2 30895 639
2 34002 1262
2 21616 782
2 1225 139
2 40630 1391
2 4348 452
2 40600 287
2 34226 734
2 24313 726
2 49454 377
2 27908 499
2 6547 1035
2 46698 700
2 21881 291
2 42636 1037
2 31996 1480
2 33298 884
2 44482 996
2 48639 560
2 15736 1142
2 34014 1470
2 49681 823
2 40501 555
2 2234 1442
2 15903 1444
2 45777 4
2 23928 730
2 9092 1056
2 21416 1022
2 40365 834
2 46896 1124
2 24273 69
2 90 1265
2 4676 1312
2 30795 44
2 28759 824
2 43865 999
2 17947 1198
2 46288 1188
2 44012 76
2 44782 955
2 11116 776
2 5135 549
2 43138 758
2 4760 382
2 30117 1430
2 48391 558
2 908 1008
2 21372 321
2 34277 1151
2 25016 371
2 2587 700
2 41316 1031
2 43576 240
2 24525 116
2 20723 392
2 45726 122
2 33226 573
2 40798 633
2 726 309
2 43469 555
2 26322 868
2 24865 433
2 40042 733
2 4621 1389
2 35224 94
2 24837 1312
2 781 192
2 18258 1391
2 17897 731
2 37408 980
2 6515 415
2 5566 369
2 41633 1407
2 21337 1496
2 37206 958
2 39530 661
2 49537 488
2 9236 73
2 508 679
2 38165 1360
2 20526 465
2 30061 894
2 45211 820
2 2054 795
2 229 243
2 48276 600
2 3171 1197
2 28176 296
2 30838 165
2 25205 930
2 48413 1419
2 39824 1266
2 23891 527
2 13307 1425
2 23050 349
2 10363 1458
2 20804 995
2 26585 1384
2 21578 87
2 44047 850
2 38274 729
2 11982 28
2 46319 1227
2 46253 1050
2 26771 491
2 2591 1215
2 29703 136
2 9773 200
2 26609 967
2 43020 208
2 43148 86
2 24952 396
2 49299 56
2 36506 457
2 30114 1058
2 11214 679
2 7854 169
2 12341 1114
2 10285 255
2 49420 229
2 46162 1218
2 2384 163
2 45876 225
2 13278 313
2 11555 384
2 7620 1020
2 8784 1067
2 18420 1446
2 24425 1
2 38664 1408
2 37840 77
50252 2 49736
2 39726 417
2 31915 908
2 43547 839
2 2666 84
2 38081 999
2 15299 1298
2 48997 911
2 4588 1316
2 46523 1114
2 25659 953
2 6085 1163
2 44689 1130
2 12160 353
2 23025 276
2 6170 162
2 45787 1145
2 49925 1413
2 23164 194
2 15038 1334
2 25575 227
2 42335 248
2 18712 322
2 25654 376
2 47232 1242
2 2833 210
2 29213 4
2 11347 1483
2 21810 653
2 43905 1022
2 13918 757
2 49440 501
2 21804 227
2 44851 1353
2 17399 563
2 49582 331
2 41027 722
2 12749 952
2 26823 266
2 12185 644
2 24630 672
2 40913 1489
2 17559 677
2 34615 1120
2 46756 734
2 48120 845
2 14138 1129
2 5692 421
2 17451 405
2 39897 407
2 12060 897
2 20043 481
2 16938 1378
2 47996 69
2 12902 943
2 28410 243
2 2595 1446
2 6465 1205
2 44987 446
2 982 1127
2 45106 1233
2 11391 414
2 2149 652
2 11126 309
2 46542 1435
2 48817 523
2 44300 1134
2 29803 1274
2 45412 635
2 804 789
2 11504 1444
2 40735 527
2 40643 1334
2 38539 1149
2 39183 748
2 45580 61
2 33776 1443
2 10756 696
2 45534 447
2 894 389
2 44646 1199
2 2141 934
2 12739 974
2 42883 1139
2 33781 1460
2 5895 674
2 34147 694
2 15810 1297
2 20696 1441
2 28503 356
2 34677 834
2 17889 1432
2 43110 1316
2 31542 1127
2 29152 380
2 26992 4
2 32167 273
2 39306 494
2 38927 1148
2 41884 950
2 13127 617
2 20766 905
2 19482 466
2 34486 76
2 7574 1462
2 42447 1108
2 47553 180
2 45446 674
50468 2 49520
2 40750 575
2 24058 1198
2 49701 367
2 45358 940
2 49216 686
2 38104 434
2 41554 148
2 34729 945
2 5882 1419
2 29334 1016
2 5757 945
2 41392 254
2 19018 1335
2 41901 1152
2 44228 988
2 46333 164
2 28428 757
2 39613 1151
2 44592 265
2 4182 479
2 42238 282
2 38943 379
2 47178 499
2 28989 60
2 45154 1070
2 46484 521
2 43429 435
2 31418 601
2 30179 1168
2 21160 1035
2 20137 71
2 39868 1238
2 22874 503
2 42365 547
2 20156 1366
2 24436 1428
2 49603 695
2 20208 835
2 2612 1050
2 18253 563
2 34323 658
2 29951 1349
2 33986 256
2 33349 278
2 4005 303
2 14650 199
2 17694 226
2 40417 1287
2 48412 426
1 99999 25000556
2 36321 51
2 31618 1477
2 44385 162
2 18881 64
2 37916 1394
2 4000 1285
2 14270 322
2 9583 617
2 32509 204
2 11423 180
2 4012 78
2 23489 18
2 39217 753
2 28998 219
2 14043 69
2 48729 247
2 43314 73
2 28507 668
2 23963 57
2 1485 242
2 14944 6
50525 50527 1
2 5943 1199
2 26573 226
2 41175 1073
2 33038 856
2 12909 1086
2 12232 1435
2 26073 1208
2 37298 895
2 34043 629
2 41722 1022
2 17530 879
2 1950 175
2 46418 401
2 5244 710
2 41297 66
2 18011 594
2 9306 928
2 39211 1382
2 45831 1436
2 24295 1216
2 24074 1308
2 6604 543
2 4988 929
2 28016 958
2 41624 1180
2 5653 579
2 336 1100
2 49971 965
2 8550 26
2 35139 1271
2 21541 504
2 46804 108
2 29861 1329
2 18548 970
2 19447 771
2 27685 318
2 47794 197
2 10422 510
2 7231 744
2 585 863
2 2048 689
2 7081 580
2 7970 1057
2 543 1340
2 35219 1071
2 17295 637
2 40029 204
2 34238 992
2 33813 1117
2 46401 197
2 44124 758
2 3934 151
2 18113 506
2 25389 379
2 10755 1468
2 47273 1233
2 38315 823
50307 50309 1
2 1996 1479
2 11513 1080
2 18499 1098
2 26569 715
2 41790 598
2 39351 480
2 5151 243
2 4131 426
2 29159 681
2 25528 1087
2 47086 189
2 35776 477
2 45247 1400
2 48037 735
50109 50110 0
2 36275 506
2 20361 755
2 32276 347
2 32730 1121
2 21180 1330
2 20740 393
2 11338 187
2 44034 858
2 12803 374
2 31802 837
2 8402 277
2 9517 811
2 34702 887
2 3144 322
2 14062 1080
2 10520 1035
2 7694 1274
2 9160 715
2 8111 535
2 44683 507
2 15236 1135
2 19259 389
2 38139 479
2 49778 958
2 6 912
2 40552 876
2 27563 140
2 21490 837
2 27300 1499
2 18828 577
2 42054 438
2 21334 587
2 14459 1338
2 46250 383
2 13813 87
2 4910 1375
2 47662 671
2 48181 1301
2 27706 583
2 26300 335
2 39536 1432
2 5739 1403
2 18752 269
2 43715 588
2 30601 1157
2 31240 1319
2 26939 906
2 24169 487
2 23758 389
2 29432 1328
2 48588 1035
2 22504 1464
2 26797 272
2 3244 1286
2 48865 1223
2 35178 1225
2 6882 183
2 11710 235
2 26140 304
2 49288 182
2 153 1131
2 34934 330
2 40098 150
2 26063 68
2 28037 176
2 5108 226
2 46904 126
2 30603 1041
2 21773 861
2 16304 749
2 45931 1113
2 23390 200
2 35382 652
50348 2 49640
2 36643 316
2 31221 183
2 12655 579
2 22466 149
2 14381 1076
2 49797 633
2 30864 155
2 8403 475
2 2961 1261
2 48512 1172
2 32812 991
2 49496 1410
2 79 163
2 28826 283
2 39429 941
2 47496 861
2 48893 649
2 36927 1100
2 7172 1316
2 37734 83
2 47881 90
2 45283 28
2 22207 825
2 27092 750
2 20743 417
2 45748 1139
2 39812 971
2 28115 1023
2 40430 586
2 35048 779
2 42882 19
2 31852 294
50473 50474 0
2 46976 1229
2 12783 1441
2 11740 585
2 8577 1208
2 45563 620
2 39706 718
2 49087 512
2 41386 783
2 921 205
2 44295 1471
2 44800 1132
2 5495 143
2 26694 1255
2 36355 316
2 7256 189
2 47246 1145
2 21479 55
2 46476 237
2 22442 839
2 41663 1113
2 36770 536
2 48470 611
2 39108 49
2 32321 494
2 14496 268
2 45804 647
2 3184 866
2 9386 1455
2 8390 682
2 11620 1159
2 23463 951
2 44188 862
2 49595 296
2 43233 1445
2 8154 593
2 40054 1181
2 13724 53
2 30356 1411
2 15119 1415
2 37709 500
2 36353 194
2 12804 786
2 112 36
2 1236 55
2 34806 469
2 48386 985
2 176 189
50293 50294 0
2 45360 1104
2 34095 480
2 39946 529
2 41676 74
2 44126 1011
2 40409 61
2 13120 520
50609 50610 0
2 1426 657
50014 2 49974
2 46197 453
2 34699 1184
2 47860 372
2 9950 906
2 23938 1319
2 23853 277
2 12593 82
2 48965 1291
2 19929 55
2 38815 293
2 24811 467
2 20549 1034
2 30468 1499
2 37900 1319
2 16689 188
2 7504 1134
2 22927 170
2 37097 1325
2 27915 402
2 40209 687
2 44053 679
2 13680 1068
50507 50509 1
2 30884 1328
2 45424 1203
2 46442 1006
2 24017 160
2 31249 962
2 70 302
2 8995 1067
2 44106 1096
2 34439 1474
2 19524 369
2 8976 1420
2 31171 523
2 2604 65
2 2855 449
2 9098 97
2 27698 1089
2 44468 739
2 49385 806
2 2183 1015
2 39223 725
2 38990 1435
2 2321 637
2 3025 1383
2 45611 96
2 25597 1244
2 22708 893
2 28062 607
2 44579 93
2 43214 377
2 4403 471
2 33045 562
2 15488 847
2 19486 1321
2 16844 402
2 6067 300
2 20213 1142
2 25350 315
2 9480 371
2 13661 972
2 33369 1112
2 18426 338
2 20336 1171
2 45566 1395
2 43363 600
2 26104 1087
2 18784 1096
2 15603 1040
2 42161 1291
2 45824 784
2 41967 1293
2 39241 437
2 16796 239
2 42003 138
2 30646 1231
2 42038 984
2 48229 452
2 2935 1221
2 32747 369
2 29090 55
2 37035 829
2 15050 380
2 44309 1251
2 40846 73
2 45459 811
2 47216 1051
2 24206 1047
2 28334 852
2 38045 1471
50365 50367 1
2 8418 469
2 21446 694
2 24583 1117
2 36970 280
2 14902 1367
2 43990 1375
2 2909 1467
2 27245 38
2 4703 1033
2 25985 781
2 32311 166
2 3044 794
2 20405 1026
2 26997 729
2 35987 573
2 22293 247
2 43983 11
2 46095 352
2 34312 321
50966 2 49022
2 12168 24
2 600 1497
50061 50062 0
2 12029 731
2 22363 816
2 13277 318
2 31326 997
2 33051 982
2 2118 1416
2 27863 1016
2 42099 807
2 16745 263
2 22519 577
2 27171 362
50798 2 49190
2 11841 361
2 47518 624
2 19962 918
2 46410 1014
2 10973 579
2 43986 369
2 14374 1192
50392 2 49596
2 24672 940
2 18046 1258
2 32133 1415
2 23742 1074
2 45665 363
2 43794 652
2 49717 550
2 35251 409
2 24719 1344
2 6820 539
2 23806 42
2 43197 538
2 29543 900
2 4120 1108
2 46882 324
2 4714 475
2 48969 950
50147 50149 1
2 49590 762
2 4860 445
2 27881 938
2 37610 1423
2 10947 1196
2 43666 328
2 43531 1216
2 13372 676
2 15130 653
2 4687 1076
2 19597 642
2 22984 688
50884 2 49104
2 49305 877
2 34038 1140
2 8944 842
99999 99990 42
2 45081 484
2 35834 455
2 32929 420
2 32873 897
2 15337 560
2 23175 1461
2 45752 710
2 43249 616
2 30414 1497
2 31103 495
2 36404 1069
2 12463 1236
2 27266 774
2 7190 285
2 41099 1237
51053 51054 0
2 1033 129
2 40658 737
2 12729 187
2 749 859
2 44351 804
2 16599 467
2 45208 1244
2 14358 1102
2 20649 63
2 26238 255
2 46792 807
2 44202 895
50897 50899 1
2 18719 196
2 38932 555
2 45049 1095
2 39396 961
2 30096 1360
2 29685 633
2 27284 435
2 24546 1294
2 6310 847
2 5417 1403
2 8010 368
2 33891 112
2 1628 1420
2 39178 1352
2 43969 1376
2 27472 864
2 17980 1321
2 40837 389
2 44578 1450
2 23313 991
2 11881 235
2 1806 1108
2 289 128
2 37728 211
2 38914 711
2 45142 449
2 41549 890
2 7803 193
2 21182 734
2 32932 1230
2 16550 547
2 26387 1464
2 46864 980
2 44823 1123
2 12405 1370
2 4561 656
2 8865 833
2 47890 103
2 6012 657
2 49331 204
2 15624 719
2 34521 7
2 40876 815
2 48877 1118
2 13431 816
2 33539 567
2 41578 354
2 49692 260
50960 2 49028
2 5762 687
2 43706 1149
2 37683 1339
2 15314 367
50353 50354 0
2 42416 1075
50881 50883 1
2 33053 140
2 49601 955
2 5791 499
2 19811 157
2 36363 122
2 44103 720
2 29397 528
2 47527 1202
2 37307 389
2 33107 938
2 9076 1150
2 49631 1170
2 40413 184
2 15895 1026
2 34205 266
2 49559 1430
2 46871 721
2 31641 888
2 25612 1284
2 26686 112
50408 2 49580
2 25660 494
2 6498 536
2 5624 557
2 40075 31
2 31883 232
50846 2 49142
2 40326 1440
2 43607 1024
2 8320 1151
2 17047 732
2 25031 488
2 6075 598
2 34368 619
2 2539 1088
2 20458 296
2 12187 634
2 609 856
2 33341 1033
2 42562 386
2 32156 1150
2 7953 1369
2 36726 878
2 42232 1270
2 13020 167
2 33009 1152
2 46275 1163
2 2400 1276
2 28601 862
2 25314 456
2 32583 734
2 2058 991
2 30657 992
2 10189 1123
2 27129 1037
2 14184 508
2 43631 907
2 2541 291
2 49709 346
2 4094 992
2 36618 1245
50342 2 49646
2 45212 546
2 35840 1214
2 49105 1428
2 37083 359
2 11398 720
2 13544 912
2 46052 1355
2 37526 210
2 150 1448
2 38594 1346
2 763 1194
2 13734 715
2 39467 815
2 43528 248
2 19127 624
2 38022 1324
2 45337 219
2 7497 545
50227 50228 0
2 15477 1238
2 20111 1034
50699 50701 1
2 20973 478
2 44038 216
2 42069 99
2 42035 690
2 22157 531
2 39508 1217
2 25729 1490
2 37772 1214
2 35024 1375
2 10732 560
2 34314 504
2 18005 362
2 38746 607
2 35497 848
2 2841 981
2 8233 1029
2 24475 1442
2 17921 14
2 38458 516
2 39697 860
2 29742 334
2 22607 485
2 30036 1383
2 11198 642
2 17660 289
2 5626 1492
50124 2 49864
2 35617 1250
2 46051 646
2 9887 619
2 24733 397
2 19154 170
2 2451 840
2 25217 271
2 4859 412
50819 50821 1
2 9475 277
2 24619 776
2 15361 1062
2 31872 222
2 12861 1033
2 47169 690
2 42671 1338
2 31645 1374
2 14740 344
2 9706 1355
2 39252 678
2 36999 807
2 30161 427
2 20387 1006
2 33184 186
2 22185 332
2 39514 87
2 7612 519
51020 2 48968
2 44738 683
2 616 1252
2 45785 1466
2 14163 453
2 49111 722
2 26280 560
2 23674 1045
2 35259 325
2 8311 1039
2 7312 1102
2 12816 1064
2 47150 567
2 49281 1062
2 2011 1082
50401 50403 1
2 46570 1488
2 40667 582
2 8688 7
2 47008 703
50050 2 49938
2 225 506
2 8202 238
2 4027 796
2 18740 19
2 8394 34
2 21360 595
2 32050 732
2 30558 555
2 5922 917
50076 2 49912
2 16334 1286
2 47777 925
2 31409 1068
2 39008 223
2 49041 366
2 39729 339
2 42115 1298
2 1302 867
2 6921 474
2 32357 748
2 7513 843
2 32714 255
2 5804 1390
2 43543 643
51086 2 48902
51009 51011 1
2 38629 869
2 42792 870
2 11345 481
2 29727 1292
2 5785 1472
2 29166 937
50542 2 49446
2 23991 459
2 28316 1355
2 13919 557
2 17806 1263
2 37933 1289
2 21285 245
2 43407 625
50228 2 49760
50127 50128 0
2 38522 1469
2 46531 1430
2 30415 1022
2 30906 1482
2 8244 1003
2 34052 218
2 15404 1346
2 37431 769
2 2941 1342
2 11750 1257
2 11783 601
2 44240 1328
2 36389 1242
2 43381 1245
50375 50377 1
2 31237 933
2 48152 186
50225 50226 0
2 43904 1013
2 49397 758
2 25013 619
2 27519 1497
2 42586 871
2 584 239
2 29320 224
2 49732 139
2 34621 1066
2 28068 1391
2 6554 896
2 14589 1279
50695 50697 1
2 38168 1419
2 47181 1350
2 2443 415
2 31408 378
51240 2 48748
2 14573 653
2 43964 1214
2 17648 958
2 37362 977
2 16699 1094
2 2700 1240
2 46649 1310
2 47167 353
2 20941 1369
2 5046 1473
2 103 15
2 24802 1479
2 45585 1156
2 45827 52
2 28057 1257
2 47661 1010
2 7408 395
2 21557 36
2 43182 1089
2 37560 551
2 37302 1417
2 14498 740
2 44529 784
2 31434 781
2 9355 67
2 15468 324
2 43398 449
2 36058 1239
2 27204 832
2 27296 944
50231 50232 0
2 22602 828
2 32178 1446
2 35890 677
2 17869 327
2 18531 1129
2 47245 1009
2 18651 643
2 501 156
2 36114 347
2 19182 1204
2 13977 611
2 26757 948
2 7844 1170
2 21101 177
2 20339 766
2 40933 978
2 38379 287
2 11866 616
2 42105 594
2 307 1249
2 39581 1001
2 17573 1007
2 9150 422
2 7390 659
2 31684 118
2 29581 1425
2 20534 875
2 47353 1208
2 44610 447
2 26949 433
2 47391 353
2 8716 444
2 11593 800
51115 51116 0
2 38057 846
2 39036 1277
2 36544 1100
2 13843 1225
2 14932 465
2 10768 313
2 30966 1421
2 44576 455
2 48513 395
2 7824 89
2 48427 603
2 3727 270
2 43809 748
2 28560 1440
2 6858 588
2 40092 588
2 46797 828
50765 50767 1
2 26220 891
2 1269 122
2 37490 71
2 1790 384
2 46760 291
2 8634 1209
2 10172 845
2 37110 1057
2 21824 879
2 46589 1165
2 5317 261
2 14568 232
2 10913 407
2 20319 661
2 41760 761
2 17614 665
2 27967 467
50422 2 49566
2 33900 168
2 3374 764
2 22288 516
2 33720 199
2 27800 1345
2 23012 1042
2 31606 584
2 40422 1374
2 22952 961
2 42957 430
2 5713 1489
2 11005 259
2 33005 704
2 22424 37
2 6049 930
2 17847 1389
2 49619 602
50405 50406 0
2 38582 1352
2 45538 811
2 8993 1218
2 10683 1346
2 49329 142
2 45331 1321
2 13886 482
2 11842 1182
2 8323 1117
2 31107 48
2 44878 752
2 14103 308
2 49874 1346
2 46220 1007
2 43845 968
2 5000 162
2 40937 1288
2 30327 523
2 9218 82
2 14355 900
2 12578 1094
2 43872 166
2 34458 146
2 28201 1343
2 25376 1100
2 48045 1463
2 6779 410
2 10543 1085
50945 50947 1
2 2692 38
2 45825 16
2 30155 1230
2 10299 483
2 46611 1141
50888 2 49100
2 42372 515
2 35455 790
2 48418 26
2 9569 24
2 29161 424
2 48357 12
2 11964 784
2 1213 649
2 47950 773
2 40080 1240
2 47358 272
2 40040 295
2 25088 1186
2 28363 1378
2 44092 1458
50627 50628 0
2 31116 723
2 47656 1316
2 29959 1164
2 6581 1484
51277 51279 1
2 43439 855
2 11161 434
2 45317 661
2 26762 1485
2 32658 933
2 6545 102
2 49487 724
2 1015 1082
2 34807 1488
2 21072 1094
2 14896 1178
2 5086 624
2 18432 306
2 23598 1173
2 19932 1472
2 43988 1155
2 12252 574
2 32616 1252
2 14824 1031
2 21639 646
2 26241 1390
2 12550 1178
2 31682 520
2 35960 1059
2 6884 296
2 8600 970
2 5932 622
2 2101 185
2 6482 522
2 44204 885
2 34953 1150
2 19281 591
2 6472 1307
2 32130 188
2 25593 1040
2 28847 930
2 4171 586
2 41661 1430
2 1006 1198
2 14529 491
2 14001 301
2 39044 1000
2 46836 308
2 44868 648
2 34035 1207
2 43211 532
2 14289 350
2 11280 319
2 22338 421
2 39500 142
2 42932 1265
2 15717 540
2 21320 247
2 371 1233
2 40406 9
50788 2 49200
2 4187 1150
2 40663 700
2 1805 482
2 25464 298
2 35265 1144
2 49028 1032
2 42261 420
2 10564 73
2 45018 639
2 37139 886
2 17059 837
2 29296 213
2 6717 974
2 22190 238
2 5256 829
2 37698 219
2 24556 393
2 29070 515
2 13456 1434
50665 50666 0
2 26570 117
2 25425 842
2 33530 1097
2 12353 836
2 37769 82
50901 50902 0
2 29164 278
2 33976 915
2 35500 980
2 38598 1060
2 37771 950
2 24476 1362
2 11887 1318
2 39560 996
2 23944 1338
2 22443 990
2 41426 864
2 17826 29
2 18492 561
2 39414 1213
2 47499 1288
2 39 1289
2 18724 736
2 23003 308
2 31211 1357
2 27173 406
2 23054 44
2 32160 1480
2 40726 140
2 46616 1273
2 31352 235
2 26537 1287
2 43830 1276
2 41225 1153
2 9447 1317
2 38056 737
2 41375 88
2 37727 973
2 17285 593
2 37150 814
2 6214 678
2 41619 1161
2 47959 657
2 47782 243
2 42201 1083
2 17438 1318
2 48593 966
2 38581 704
2 49015 971
2 20705 814
51166 2 48822
2 46663 944
2 43432 43
2 29986 831
2 41618 1011
2 5161 1074
2 38747 1071
2 6843 29
2 10652 307
51329 51330 0
2 13494 1
2 40737 757
2 11201 1348
2 22103 1197
2 40496 848
2 12693 1092
2 5175 491
2 26518 1171
2 28703 931
2 35853 1466
2 33235 529
2 39343 837
2 9811 796
2 32125 381
2 10412 95
2 47999 851
2 22503 1029
2 39298 758
2 35611 25
2 49495 979
2 46780 1245
2 7135 1463
51345 51347 1
2 40762 625
2 3733 392
2 28607 1138
2 39236 1093
2 3478 195
2 15583 286
2 43175 1059
2 40056 284
2 19922 1183
2 36906 1166
2 17410 264
2 571 1136
2 47561 1145
2 23215 799
2 23386 1209
2 36050 1454
2 6252 1187
2 16295 1240
2 38524 741
50075 50077 1
2 16468 369
2 5844 71
2 24215 390
2 5448 510
2 46056 1197
2 40408 796
2 31350 1180
2 22574 1304
2 6665 249
2 40935 895
2 39905 614
2 20262 1456
2 9848 1439
2 13023 195
50955 50956 0
2 34496 18
2 48652 1053
2 21495 173
50968 2 49020
2 13330 974
2 2592 1310
2 38394 1374
2 19697 661
2 28010 1008
